ID,CITY,ADDRESS,BEDS,BATHS,HALF_BATH,SQ_FT,STYLE,FLOORS,RECENT_PRICE,LAT,LONG,NEIGHBORHOOD
975,Sivakasi,2561 Park Blvd,3,3,0,2322,Contemporary,3,705673,13.02033061962589,79.61045360698941,Suburb
976,Chennai,785 Main St,4,3,1,3401,Contemporary,3,482343,8.650992253182139,77.24519517779689,Suburb
977,Salem,7131 Main St,1,2,1,3457,Traditional,1,450821,11.55167547865918,79.10231749624897,Downtown
978,Erode,9859 2nd St,4,3,1,2959,Traditional,3,268104,9.37545357902668,78.98658084955802,Suburb
979,Tirunelveli,138 Main St,1,3,0,3249,Victorian,2,162818,12.601038151432876,77.5766712632722,Suburb
980,Nagapattinam,4975 Main St,5,3,0,4630,Ranch,2,631438,10.817651985035067,80.68108947520963,Downtown
981,Chennai,7797 Main St,2,2,0,921,Traditional,2,475145,8.743826551855758,78.76306099070148,Residential Area
982,Salem,7265 Main St,5,3,1,2117,Ranch,3,305049,11.140453642292881,80.97823656243897,Downtown
983,Sivakasi,401 Park Blvd,5,2,1,3318,Modern,2,724120,10.243354356083408,78.68028918100866,Suburb
984,Salem,6481 3rd Ave,4,2,0,2030,Traditional,1,977363,11.637962991372056,79.43183081073444,Industrial
985,Tirunelveli,8889 2nd St,2,1,0,1933,Traditional,3,758278,12.850468066199028,77.41905014580576,Suburb
986,Madurai,4430 Main St,1,1,1,2101,Victorian,2,359966,10.2516402215088,78.81691129522747,Historic District
987,Salem,7103 Main St,1,3,1,4834,Ranch,1,222204,9.594343737436228,77.95506357601589,Historic District
988,Erode,3637 2nd St,3,2,1,2710,Traditional,1,195784,8.079833019901848,80.34225919428494,Historic District
989,Salem,4658 Park Blvd,1,1,0,2305,Traditional,2,159921,11.161614708229312,80.13567833947016,Residential Area
990,Salem,8574 2nd St,4,3,0,3985,Victorian,1,971391,10.212511220872884,80.29671999850143,Uptown
991,Salem,9778 3rd Ave,5,1,0,2716,Victorian,2,968760,10.060570704581558,79.8944377510318,Historic District
992,Kanyakumari,4283 Park Blvd,5,1,1,4348,Ranch,1,405564,9.006144267063169,80.3307328944802,Industrial
993,Kanyakumari,8752 2nd St,5,2,1,3557,Modern,3,763794,10.36530439855201,77.80331500069968,Residential Area
994,Madurai,3854 Main St,2,2,0,2756,Modern,3,224408,13.414430744708525,78.80817510631921,Uptown
995,Chennai,1824 Main St,1,1,0,978,Contemporary,3,798140,9.637647845197344,79.76738751978387,Uptown
996,Salem,8806 3rd Ave,4,1,1,1696,Traditional,3,890126,11.298374273744551,79.54956999174054,Historic District
997,Karur,1753 3rd Ave,2,2,0,2351,Ranch,3,700996,12.270677847236168,79.86541793149635,Suburb
998,Kochi,122 Main St,3,3,1,1291,Traditional,2,693135,12.120368027470924,77.89703353260492,Downtown
999,Karur,6026 Park Blvd,4,2,1,860,Ranch,3,730277,9.808258581209248,77.39373883617996,Suburb
